City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Katangli,RU,51.7102,143.2326,8.55,82,100,17.0,overcast clouds
348,Kruisfontein,ZA,-34.0033,24.7314,61.88,72,2,7.56,clear sky
349,Drayton Valley,CA,53.2168,-114.9854,3.65,95,100,5.46,overcast clouds
350,Mana,GF,5.6592,-53.7767,75.76,90,87,5.77,overcast clouds
351,Bend,US,44.0582,-121.3153,33.08,86,0,18.41,clear sky
352,Xiaoyi,CN,34.6178,109.703,28.72,14,100,2.3,light snow
353,Richards Bay,ZA,-28.783,32.0377,66.67,73,0,6.67,clear sky
354,Barranca,PE,-10.75,-77.7667,67.62,79,100,6.11,overcast clouds
355,Pitelino,RU,54.5777,41.8145,11.84,97,54,3.8,broken clouds
356,Ternate,ID,0.8,127.4,84.22,71,24,8.37,few clouds
357,Hamilton,US,39.1834,-84.5333,59.31,81,100,13.8,heavy intensity rain
358,Bandarbeyla,SO,9.4942,50.8122,77.5,70,7,15.35,clear sky
359,Inta,RU,66.0317,60.1659,6.4,99,96,1.97,overcast clouds
360,Nago,JP,26.5881,127.9761,72.03,85,99,19.37,overcast clouds
361,West Lafayette,US,40.4259,-86.9081,59.31,88,100,11.5,moderate rain
362,Ailigandi,PA,9.2333,-78.0167,76.78,87,100,3.02,moderate rain
363,Talabaan,PH,6.9411,122.1722,86.07,79,75,4.61,broken clouds
364,Alice Town,BS,25.7167,-79.3,78.44,76,76,19.08,broken clouds
365,Bonavista,CA,48.6499,-53.1147,25.16,75,97,23.73,overcast clouds
366,Santa Barbara,US,34.7333,-120.0343,48.99,83,100,4.61,overcast clouds
367,Ancud,CL,-41.8697,-73.8203,45.18,75,5,7.61,clear sky
368,Nicolas Bravo,MX,18.45,-88.9167,71.29,99,99,2.01,overcast clouds
369,Chumikan,RU,54.7183,135.315,-3.3,65,100,23.0,overcast clouds
370,Barber,CW,12.2833,-69.0667,80.58,74,20,11.5,few clouds
371,Ust-Maya,RU,60.4167,134.5333,-28.23,90,100,5.91,overcast clouds
372,Cabo San Lucas,MX,22.8909,-109.9124,70.11,77,0,8.05,clear sky
373,Banepa,NP,27.6298,85.5214,55.72,77,20,0.0,mist
374,Hof,DE,50.3167,11.9167,38.44,92,100,5.75,overcast clouds
375,Pemangkat,ID,1.1667,108.9667,84.4,71,99,4.23,overcast clouds
376,Verkhnevilyuysk,RU,63.4453,120.3167,-18.71,95,99,5.91,overcast clouds
377,Yamada,JP,39.4667,141.95,55.36,58,83,10.74,broken clouds
378,Jumla,NP,29.2747,82.1838,58.96,17,94,1.54,overcast clouds
379,Road Town,VG,18.4167,-64.6167,77.09,71,6,17.25,clear sky
380,Karad,IN,17.2833,74.2,74.91,42,90,4.59,overcast clouds
381,Athni,IN,16.7333,75.0667,74.88,32,93,7.54,overcast clouds
382,Jaca,ES,42.569,-0.5499,33.98,93,100,4.45,overcast clouds
383,Svetlogorsk,BY,52.6333,29.7333,26.35,95,100,5.97,light snow
384,Chokurdakh,RU,70.6333,147.9167,-9.09,99,100,6.89,light snow
385,Hofn,IS,64.2539,-15.2082,45.27,95,100,14.97,overcast clouds
386,Te Anau,NZ,-45.4167,167.7167,54.75,81,68,7.52,broken clouds
387,Freeport,US,40.6576,-73.5832,42.78,75,0,8.05,clear sky
388,Havelock,US,34.8791,-76.9013,58.98,88,20,5.75,few clouds
389,Dubbo,AU,-32.25,148.6167,80.73,39,40,9.22,scattered clouds
390,Yatou,CN,37.15,122.3833,31.21,59,96,16.28,light snow
391,Grootfontein,NA,-19.5667,18.1167,65.77,63,49,3.44,scattered clouds
392,Sobolevo,RU,54.4299,31.8996,19.83,89,100,8.43,overcast clouds
393,Ambilobe,MG,-13.2,49.05,79.43,67,21,2.19,few clouds
394,Grand-Lahou,CI,5.1367,-5.0242,77.63,86,92,4.32,overcast clouds
395,Cidreira,BR,-30.1811,-50.2056,70.38,91,52,16.11,broken clouds
396,Berlevag,NO,70.8578,29.0864,37.4,87,100,17.27,overcast clouds
397,Sumenep,ID,-7.0167,113.8667,84.34,69,100,3.2,moderate rain
398,Kieta,PG,-6.2167,155.6333,83.21,79,100,6.29,light rain
399,Ossora,RU,59.2353,163.0719,15.35,89,70,2.24,broken clouds
400,Assiniboia,CA,49.6334,-105.9845,8.42,78,100,17.27,overcast clouds
401,Kaeo,NZ,-35.1,173.7833,67.96,74,10,12.48,clear sky
402,Hargeysa,SO,9.56,44.065,58.39,65,1,10.47,clear sky
403,Lahij,YE,13.1667,44.5833,70.18,78,0,3.87,clear sky
404,Bengkulu,ID,-3.8004,102.2655,83.61,70,97,4.68,overcast clouds
405,Eirunepe,BR,-6.6603,-69.8736,72.99,91,100,3.4,overcast clouds
406,Vestmannaeyjar,IS,63.4427,-20.2734,47.97,90,100,31.92,overcast clouds
407,Viedma,AR,-40.8135,-62.9967,59.92,66,97,14.88,overcast clouds
408,Cap Malheureux,MU,-19.9842,57.6142,79.47,64,99,8.99,overcast clouds
409,Karratha,AU,-20.7377,116.8463,92.41,35,15,13.18,few clouds
410,Honningsvag,NO,70.9821,25.9704,37.15,81,100,12.66,overcast clouds
411,Polyarnyy,RU,69.1989,33.4478,24.69,89,60,12.84,broken clouds
412,Nhulunbuy,AU,-12.2333,136.7667,88.41,62,75,8.05,broken clouds
413,Abu Dhabi,AE,24.4667,54.3667,74.97,83,84,1.99,broken clouds
414,Wajir,KE,1.7471,40.0573,76.96,83,75,8.05,broken clouds
415,Pangnirtung,CA,66.1451,-65.7125,-17.7,98,99,3.09,overcast clouds
416,Kita,ML,13.0349,-9.4895,74.01,25,98,2.55,overcast clouds
417,Pochutla,MX,15.7432,-96.4661,75.81,88,91,2.89,overcast clouds
418,Manhattan,US,40.7834,-73.9662,41.63,69,75,4.61,broken clouds
419,Mombetsu,JP,44.3525,143.3525,37.42,60,40,14.97,scattered clouds
420,Cobija,BO,-11.0267,-68.7692,78.03,58,79,3.91,broken clouds
421,Rincon,US,32.296,-81.2354,62.85,85,20,4.61,few clouds
422,Opotiki,NZ,-38.0833,177.2833,60.39,93,98,8.97,light rain
423,Lensk,RU,60.7253,114.9278,-9.53,93,100,14.83,overcast clouds
424,Chaman,PK,30.9236,66.4512,55.04,34,5,2.26,clear sky
425,Khani,GE,41.9563,42.9566,49.57,70,100,6.64,overcast clouds
426,Padina,RS,45.1181,20.7272,42.66,81,100,8.48,light rain
427,Taldan,RU,53.6667,124.8,-7.92,75,96,10.92,overcast clouds
428,Kodino,RU,63.7198,39.6447,8.46,98,64,2.48,broken clouds
429,Sinnamary,GF,5.3833,-52.95,75.6,90,85,6.04,overcast clouds
430,Kedrovyy,RU,56.1667,91.8167,-1.14,88,28,4.63,scattered clouds
431,Obigarm,TJ,38.7173,69.7088,39.42,86,85,6.33,overcast clouds
432,Urdoma,RU,61.7533,48.5442,18.39,96,100,4.74,light snow
433,Hilton Head Island,US,32.2163,-80.7526,63.0,89,3,8.1,clear sky
434,Tiksi,RU,71.6872,128.8694,-26.36,100,94,2.89,overcast clouds
435,Mahibadhoo,MV,3.7833,72.9667,80.62,69,68,4.47,broken clouds
436,Mehamn,NO,71.0357,27.8492,37.35,93,100,5.75,overcast clouds
437,Ales,FR,44.1333,4.0833,40.28,79,16,5.14,few clouds
438,Yulara,AU,-25.2406,130.9889,85.75,14,0,8.9,clear sky
439,Shimoda,JP,34.6667,138.95,70.16,70,98,22.37,overcast clouds
440,Reconquista,AR,-29.15,-59.65,75.22,43,0,7.47,clear sky
441,Sept-Iles,CA,50.2001,-66.3821,15.8,68,0,5.75,clear sky
442,San Cristobal,VE,7.7669,-72.225,66.38,98,100,3.91,overcast clouds
443,Vanimo,PG,-2.6741,141.3028,83.82,72,100,5.84,overcast clouds
444,Martapura,ID,-3.4167,114.85,82.49,78,40,5.75,scattered clouds
445,Sur,OM,22.5667,59.5289,78.58,51,3,7.07,clear sky
446,Bilibino,RU,68.0546,166.4372,-2.74,100,99,3.31,overcast clouds
447,Abu Samrah,SY,35.3029,37.1841,52.12,94,100,10.74,overcast clouds
448,Vredefort,ZA,-27.0081,27.3646,61.97,62,0,3.85,clear sky
449,Boysun,UZ,38.2061,67.1986,45.32,65,49,2.44,scattered clouds
450,Henties Bay,NA,-22.116,14.2845,59.59,88,69,4.54,broken clouds
451,Sangin,AF,32.0728,64.8359,56.62,34,40,2.89,scattered clouds
452,Mapiripan,CO,2.8892,-72.1256,72.82,96,92,4.72,overcast clouds
453,Kalabo,ZM,-14.97,22.6814,64.83,90,69,5.37,light rain
454,Talaya,RU,61.3833,152.75,-18.51,99,100,6.13,light snow
455,San Francisco,US,37.7749,-122.4194,51.04,65,20,11.5,few clouds
456,Kavaratti,IN,10.5669,72.642,81.43,70,0,1.34,clear sky
457,Kenai,US,60.5544,-151.2583,-2.11,84,0,4.61,clear sky
458,Loandjili,CG,-4.7561,11.8578,73.51,94,40,3.44,scattered clouds
459,Ostrovnoy,RU,68.0531,39.5131,28.9,91,88,15.39,overcast clouds
460,Nortelandia,BR,-14.4547,-56.8028,74.34,64,4,4.0,clear sky
461,Homer,US,59.6425,-151.5483,17.76,46,61,4.12,broken clouds
462,Meulaboh,ID,4.1363,96.1285,81.16,78,98,4.41,overcast clouds
463,Anito,PH,12.4497,125.2886,83.3,80,99,11.43,overcast clouds
464,Sovetskaya Gavan,RU,48.9723,140.2878,9.07,62,71,17.49,broken clouds
465,Morros,BR,-9.4467,-46.3003,67.75,97,100,3.38,overcast clouds
466,Dudinka,RU,69.4058,86.1778,-7.49,100,100,3.44,overcast clouds
467,Sijunjung,ID,-0.6876,100.9537,84.31,64,100,2.21,overcast clouds
468,Akyab,MM,20.15,92.9,84.22,65,6,3.11,clear sky
469,Mackenzie,CA,55.2999,-123.1698,-1.98,46,75,18.41,broken clouds
470,Santa Rosalia,MX,27.3167,-112.2833,62.06,64,99,3.15,overcast clouds
471,Luderitz,NA,-26.6481,15.1594,59.9,90,0,7.25,clear sky
472,Kashi,CN,39.4547,75.9797,18.61,41,97,6.71,dust
473,Pindiga,NG,9.9833,10.9333,63.32,28,7,6.51,clear sky
474,Pontefract,GB,53.6911,-1.3127,39.09,97,71,4.85,broken clouds
475,Sinegorye,RU,62.0788,150.477,-22.79,99,100,5.5,light snow
476,Garissa,KE,-0.4536,39.6401,75.65,86,72,6.62,broken clouds
477,Taybad,IR,34.74,60.7756,46.78,68,33,6.33,scattered clouds
478,Guadalupe,MX,25.6833,-100.25,73.35,54,19,3.18,few clouds
479,Olafsvik,IS,64.8945,-23.7142,44.01,89,100,18.1,overcast clouds
480,Puerto Padre,CU,21.195,-76.6028,76.41,85,15,8.77,few clouds
481,Ewa Beach,US,21.3156,-158.0072,80.55,71,0,8.05,clear sky
482,Tura,IN,25.5198,90.2201,76.23,51,0,1.32,clear sky
483,Port Hawkesbury,CA,45.6169,-61.3485,31.78,72,100,8.05,overcast clouds
484,Cheremshan,RU,54.6667,51.5,2.07,98,54,2.77,broken clouds
485,Berberati,CF,4.2612,15.7922,66.99,92,100,1.72,overcast clouds
486,Dunedin,NZ,-45.8742,170.5036,56.8,74,100,18.01,light rain
487,Dalmatovo,RU,56.26,62.9362,6.31,89,100,3.15,overcast clouds
488,Ahuimanu,US,21.4447,-157.8378,80.31,75,75,6.91,broken clouds
489,Takefu,JP,35.9039,136.1669,56.16,78,100,12.82,overcast clouds
490,Foundiougne,SN,14.1333,-16.4667,70.45,56,0,7.76,clear sky
491,Sarkand,KZ,45.41,79.9186,28.0,77,100,1.36,light snow
492,Faro,PT,37.0194,-7.9322,52.18,76,0,8.05,clear sky
493,Kilindoni,TZ,-7.9139,39.6668,78.91,80,70,7.09,light rain
494,Andra,RU,62.5147,65.8878,-0.6,99,99,2.37,overcast clouds
495,Husavik,IS,66.0449,-17.3389,36.12,85,76,14.7,broken clouds
496,Tautira,PF,-17.7333,-149.15,78.21,81,19,10.4,light rain
497,Lovozero,RU,68.005,35.0117,18.07,99,44,1.23,scattered clouds
498,Marrakesh,MA,31.6315,-8.0083,51.87,46,0,3.44,clear sky
499,Ibirama,BR,-27.0569,-49.5178,70.32,100,100,2.08,overcast clouds
500,Port Hardy,CA,50.6996,-127.4199,33.98,93,100,25.32,light snow
501,Ulaangom,MN,49.9811,92.0667,-9.83,88,40,0.38,scattered clouds
502,La Maddalena,IT,41.2142,9.4083,55.45,71,78,25.34,broken clouds
503,Kapuskasing,CA,49.4169,-82.4331,33.8,86,100,24.16,snow
504,Malindi,KE,-3.2175,40.1191,77.16,88,40,0.0,scattered clouds
505,Hay River,CA,60.8156,-115.7999,-16.62,76,75,10.36,broken clouds
506,Giyani,ZA,-23.3025,30.7187,64.4,75,20,3.11,few clouds
507,Adwa,ET,14.1646,38.8955,57.51,51,2,3.98,clear sky
508,Minot,US,48.2325,-101.2963,12.78,76,100,18.84,overcast clouds
509,Ust-Kuyga,RU,70.0167,135.6,-19.05,97,100,3.67,overcast clouds
510,Chernyshevskiy,RU,63.0128,112.4714,-6.54,97,100,9.13,light snow
511,Guapiacu,BR,-20.795,-49.2203,68.29,94,75,9.22,broken clouds
512,Deputatskiy,RU,69.3,139.9,-18.22,99,100,2.15,overcast clouds
513,Caronport,CA,50.4501,-105.8179,6.98,93,99,10.71,overcast clouds
514,Rudsar,IR,37.1376,50.288,57.18,86,100,12.19,overcast clouds
515,Prince Rupert,CA,54.3161,-130.3201,26.29,46,0,19.57,clear sky
516,Canton,CN,23.1167,113.25,64.87,61,99,15.55,overcast clouds
517,Kortenaken,BE,50.9004,5.051,44.22,92,100,3.44,fog
518,Bajil,YE,15.0584,43.2851,75.38,75,0,2.53,clear sky
519,Luebo,CD,-5.35,21.4167,67.51,99,100,1.05,overcast clouds
520,Diamantino,BR,-14.4086,-56.4461,74.57,59,16,4.36,few clouds
521,Besikduzu,TR,41.052,39.2284,55.29,65,100,3.62,overcast clouds
522,Bull Savanna,JM,17.8868,-77.5902,73.13,82,1,4.34,clear sky
523,Coahuayana,MX,18.7333,-103.6833,72.54,89,8,3.04,clear sky
524,Noeux-Les-Mines,FR,50.4801,2.6657,42.82,91,2,1.52,clear sky
525,Bayangol,RU,50.6977,103.4656,-5.33,73,86,2.04,overcast clouds
526,Ziarat,PK,30.3823,67.7282,46.54,22,0,3.91,clear sky
527,Aykhal,RU,66.0,111.5,-1.75,97,100,14.63,overcast clouds
528,Gobabis,NA,-22.45,18.9667,70.65,44,93,9.64,overcast clouds
529,Puerto Leguizamo,CO,-0.1934,-74.7819,72.95,91,69,3.02,broken clouds
530,Jalu,LY,29.0331,21.5482,56.68,55,0,9.06,clear sky
531,Soyo,AO,-6.1349,12.3689,73.9,95,100,6.78,moderate rain
532,Clovis,US,36.8252,-119.7029,49.84,72,8,3.2,clear sky
533,Valdivia,CL,-39.8142,-73.2459,57.29,92,93,2.75,overcast clouds
534,Ratnagiri,IN,16.9833,73.3,82.18,46,5,6.64,clear sky
535,Port Jervis,US,41.3751,-74.6927,35.71,81,98,3.22,overcast clouds
536,Strezhevoy,RU,60.7333,77.5889,-20.31,100,67,3.2,broken clouds
537,Irbil,IQ,36.1926,44.0106,59.4,75,100,1.21,light rain
538,Coquimbo,CL,-29.9533,-71.3436,62.33,82,100,5.75,overcast clouds
539,Talcahuano,CL,-36.7167,-73.1167,58.68,88,20,12.66,few clouds
540,Flagstaff,US,35.1981,-111.6513,35.26,70,0,0.0,clear sky
541,Ulverstone,AU,-41.15,146.1667,67.21,58,62,12.08,broken clouds
542,Zhangye,CN,38.9342,100.4517,14.94,40,98,2.21,overcast clouds
543,Batagay-Alyta,RU,67.8006,130.4114,-17.39,99,100,2.13,overcast clouds
544,Nishihara,JP,26.1842,127.7558,71.26,86,75,26.46,broken clouds
545,Griffith,US,41.5284,-87.4237,55.89,81,75,19.57,broken clouds
546,Ayagoz,KZ,47.9714,80.4392,1.58,74,100,9.57,overcast clouds
547,Podosinovets,RU,60.2776,47.0659,9.86,97,76,3.22,broken clouds
548,Sarkikaraagac,TR,38.0794,31.3664,43.29,84,6,3.02,clear sky
549,Zhigansk,RU,66.7697,123.3711,-40.9,100,98,4.56,overcast clouds
550,Arlit,NE,18.7369,7.3853,66.22,25,29,7.29,scattered clouds
551,Konstantinovka,RU,49.6167,127.9833,-1.66,85,100,10.67,overcast clouds
552,Sioux Lookout,CA,50.1001,-91.917,19.47,79,100,6.91,overcast clouds
553,Viking,CA,53.1001,-111.7684,-0.27,99,97,3.6,overcast clouds
554,Kamenka,RU,51.3223,42.7678,20.86,56,29,7.05,scattered clouds
555,Dongli,CN,23.5656,116.8194,69.78,83,100,11.18,overcast clouds
556,Bristol,US,41.8334,-71.1662,39.97,83,100,2.24,overcast clouds
557,Moerai,PF,-22.4333,-151.3333,74.8,74,3,11.16,clear sky
558,Caledon,ZA,-34.23,19.4265,62.06,82,5,2.37,clear sky
559,La Palma,US,33.8464,-118.0467,57.87,84,0,3.96,clear sky
560,Manado,ID,1.487,124.8455,84.97,70,40,4.61,scattered clouds
561,Seguin,US,29.5688,-97.9647,67.39,88,0,1.01,clear sky
562,Alcantara,BR,-2.4089,-44.4147,79.0,89,100,2.77,overcast clouds
563,Nanakuli,US,21.3906,-158.1547,80.55,75,96,6.26,overcast clouds
564,Sangar,RU,63.9242,127.4739,-37.79,96,100,2.66,overcast clouds
565,Ballyhaunis,IE,53.7667,-8.7667,45.79,93,100,11.65,overcast clouds
566,Den Helder,NL,52.9599,4.7593,46.02,96,75,5.01,mist
567,Hambantota,LK,6.1241,81.1185,80.94,89,41,3.44,scattered clouds
568,Olga,RU,43.7444,135.2892,13.57,52,27,16.37,scattered clouds
569,Gornyy,RU,55.1153,83.9059,-11.49,85,93,0.87,overcast clouds
570,Balabac,PH,7.9868,117.0645,84.88,73,100,15.3,light rain
571,Kargasok,RU,59.0556,80.8572,-13.88,97,92,3.38,overcast clouds
572,Akhmeta,GE,42.0311,45.2075,45.12,96,100,2.86,overcast clouds
573,Jijiga,ET,9.35,42.8,56.44,42,0,7.02,clear sky
574,Zabid,YE,14.1951,43.3152,75.07,66,0,2.64,clear sky
575,The Valley,AI,18.217,-63.0578,79.83,66,3,17.94,clear sky
576,Kisangani,CD,0.5167,25.2,67.91,99,100,1.77,overcast clouds
577,Turayf,SA,31.6725,38.6637,48.45,100,0,4.61,mist
578,Zeya,RU,53.75,127.2667,-5.06,66,61,7.36,broken clouds
579,San Jeronimo,PE,-11.9472,-75.2829,50.23,82,98,1.12,overcast clouds
580,Kousseri,CM,12.0769,15.0306,62.56,77,91,2.3,overcast clouds
581,Ashland,US,40.8167,-82.2665,53.96,68,33,19.82,scattered clouds
582,Traipu,BR,-9.9706,-37.0033,74.43,92,96,3.02,heavy intensity rain
583,Anisoc,GQ,1.8658,10.7689,67.6,99,100,1.43,overcast clouds
584,Drymen,GB,56.0655,-4.452,43.59,92,100,2.19,overcast clouds
585,Blantyre,MW,-15.785,35.0085,62.83,94,100,3.65,light rain
586,Floriano,BR,-6.7669,-43.0225,71.6,98,100,2.35,overcast clouds
587,Mkushi,ZM,-13.6202,29.3939,62.73,93,99,7.47,overcast clouds
588,Shingu,JP,33.7333,135.9833,65.28,65,100,7.96,overcast clouds
589,Northam,GB,51.0333,-4.2167,42.26,88,99,9.31,overcast clouds
590,Kondoa,TZ,-4.9,35.7833,64.08,83,95,7.9,overcast clouds
591,Ouadda,CF,8.0777,22.4007,75.11,43,100,1.25,overcast clouds
592,Jiana,RO,44.4018,22.7128,41.9,82,100,8.72,overcast clouds
593,Pattani,TH,6.75,100.4167,85.71,62,97,7.07,overcast clouds
594,Lakatoro,VU,-16.0999,167.4164,85.66,68,56,8.41,broken clouds
595,Salina,US,38.8403,-97.6114,26.31,47,56,8.14,broken clouds
596,Onega,RU,63.9061,38.1404,13.82,98,88,2.42,overcast clouds
597,Deer Lake,CA,49.1667,-57.4316,21.06,68,100,11.5,light shower snow
598,Joshimath,IN,30.5667,79.5667,63.64,11,18,1.43,few clouds
599,Mancio Lima,BR,-7.6142,-72.8958,77.07,94,0,1.14,clear sky
600,Fredericton,CA,45.9454,-66.6656,23.83,85,0,0.0,clear sky
601,General Bravo,MX,25.8,-99.1667,75.24,68,18,4.88,few clouds
602,At-Bashi,KG,41.1702,75.8106,21.99,79,75,2.04,broken clouds
603,Kollo,NE,13.3043,2.339,72.03,24,24,7.96,few clouds
604,La Ronge,CA,55.1001,-105.2842,-7.35,71,20,8.05,few clouds
605,Kamaishi,JP,39.2667,141.8833,54.12,64,97,7.65,overcast clouds
606,Lexington,US,37.9887,-84.4777,57.2,87,100,23.02,mist
607,North Bend,US,43.4065,-124.2243,47.07,100,100,17.49,overcast clouds
608,Dhidhdhoo,MV,6.8833,73.1,81.32,70,65,4.21,broken clouds
609,Zabol,AF,32.25,67.25,45.75,38,52,2.53,broken clouds
610,Neuquen,AR,-38.9516,-68.0591,71.49,35,0,9.22,clear sky
611,Denpasar,ID,-8.65,115.2167,85.71,70,20,9.22,few clouds
612,Jintur,IN,19.6167,76.7,71.96,40,35,5.39,scattered clouds
613,Ambon,ID,-3.6954,128.1814,89.74,58,20,8.05,light rain
614,Dakoro,NE,14.5106,6.765,62.87,26,6,10.02,clear sky
615,Myanaung,MM,18.2833,95.3167,86.16,53,28,11.99,scattered clouds
616,Lumphat,KH,13.4878,106.9816,87.84,53,12,6.76,few clouds
617,Tambau,BR,-21.705,-47.2744,61.95,93,98,4.07,overcast clouds
618,Bandarban,BD,22.1965,92.2262,84.63,64,16,1.01,few clouds
619,Kuching,MY,1.55,110.3333,88.02,80,40,2.3,scattered clouds
620,Patiya,BD,22.2931,91.9762,83.48,67,2,2.77,clear sky
621,Makaha,US,21.4694,-158.2175,79.95,76,98,8.59,overcast clouds
622,Yarega,RU,63.4354,53.5765,11.8,98,95,2.46,overcast clouds
623,Lom Sak,TH,16.7798,101.2422,85.89,74,20,3.44,few clouds
624,Omboue,GA,-1.5746,9.2618,73.38,96,100,7.18,light rain
625,Plettenberg Bay,ZA,-34.0527,23.3716,66.76,69,4,3.38,clear sky
626,Waingapu,ID,-9.6567,120.2641,85.71,63,59,7.43,broken clouds
627,Minamata,JP,32.2167,130.4,57.34,72,100,11.92,overcast clouds
628,Ishigaki,JP,24.3448,124.1572,69.93,100,75,26.46,broken clouds
629,Kutum,SD,14.2,24.6667,64.33,28,3,6.04,clear sky
630,Maracaibo,VE,10.6317,-71.6406,75.07,90,97,6.87,overcast clouds
631,Port Augusta,AU,-32.5,137.7667,78.17,30,0,13.89,clear sky
632,Matara,LK,5.9485,80.5353,82.44,71,56,3.29,broken clouds
633,Marsa Matruh,EG,31.3525,27.2453,57.4,82,0,4.61,clear sky
634,Banjar,ID,-8.19,114.9675,88.79,60,85,2.86,overcast clouds
635,Bay Saint Louis,US,30.3088,-89.33,75.27,99,16,11.54,few clouds
636,Puerto Narino,CO,-3.7703,-70.3831,71.6,97,97,1.45,overcast clouds
637,Champerico,GT,14.3,-91.9167,75.99,81,61,5.3,broken clouds
638,Concordia,AR,-31.393,-58.0209,72.79,77,1,4.0,clear sky
639,Placido De Castro,BR,-10.3353,-67.1856,80.62,66,51,5.68,broken clouds
640,Tyup,KG,42.7276,78.3648,35.04,84,100,0.85,overcast clouds
641,Marzuq,YE,14.4,46.4667,64.51,42,0,1.16,clear sky
642,Grafton,US,42.207,-71.6856,35.76,84,98,2.13,overcast clouds
643,Takoradi,GH,4.8845,-1.7554,77.54,84,87,0.56,light rain
644,Tazovskiy,RU,67.4667,78.7,-7.49,100,78,4.21,broken clouds
645,Gainesville,US,29.6516,-82.3248,67.06,82,10,6.17,clear sky
646,Hirado,JP,33.3597,129.5531,49.39,72,100,24.63,overcast clouds
647,Bumba,CD,2.1833,22.4667,69.55,97,90,2.57,light rain
648,Dumai,ID,1.6833,101.45,86.74,67,86,0.94,overcast clouds
649,Bonthe,SL,7.5264,-12.505,77.22,82,37,2.75,scattered clouds
650,Boyolangu,ID,-8.1181,111.8935,82.94,70,100,8.3,overcast clouds
651,Asau,RO,46.4333,26.4,33.28,96,100,3.44,overcast clouds
652,Daud Khel,PK,32.875,71.5701,69.06,26,0,1.43,clear sky
653,Fare,PF,-16.7,-151.0167,79.88,75,8,11.54,clear sky
654,Lakes Entrance,AU,-37.8811,147.981,65.16,56,5,9.1,clear sky
655,Abha,SA,18.2164,42.5053,49.82,76,0,0.0,clear sky
656,Rimbey,CA,52.6334,-114.2353,-2.38,98,98,2.13,overcast clouds
657,Daru,PG,-9.0763,143.2092,87.62,61,99,4.43,overcast clouds
658,Moree,AU,-29.4667,149.85,81.0,39,100,8.9,light rain
659,Kashary,RU,49.04,41.0056,25.0,44,68,14.92,broken clouds
660,Sakakah,SA,29.9697,40.2064,54.97,82,0,6.22,clear sky
661,Key West,US,24.5557,-81.7826,86.0,76,40,18.41,scattered clouds
662,Maceio,BR,-9.6658,-35.7353,74.64,94,100,6.91,light rain
663,Aswan,EG,24.0934,32.907,61.9,41,0,0.0,clear sky
664,Melnikovo,RU,56.5558,84.085,-11.74,91,72,3.18,broken clouds
665,Bo Rai,TH,12.5728,102.5371,91.67,65,70,2.17,broken clouds
666,Tambopata,PE,-12.7333,-69.1833,75.63,75,71,2.28,broken clouds
667,Itambe,BR,-15.245,-40.6244,68.25,98,100,2.59,light rain
668,Tanout,NE,14.9709,8.8879,60.37,31,42,9.4,scattered clouds
669,Thunder Bay,CA,48.4001,-89.3168,30.18,93,100,14.97,snow
670,Emba,KZ,48.8264,58.1442,12.33,48,21,13.4,few clouds
671,Las Guacamayas,MX,18.0167,-102.2167,74.43,83,9,2.77,clear sky
672,Sisimiut,GL,66.9395,-53.6735,17.33,88,92,14.52,overcast clouds
673,Ios,GR,36.7333,25.2833,59.38,66,100,4.0,overcast clouds
674,Dukat,RU,62.55,155.55,-18.71,99,99,3.67,light snow
675,Srandakan,ID,-7.9386,110.2506,80.91,74,98,4.94,overcast clouds
676,West Wendover,US,40.7391,-114.0733,24.58,63,32,1.41,scattered clouds
677,Puerto Rico,AR,-26.796,-55.024,68.22,82,11,2.06,few clouds
678,Melfi,IT,40.9965,15.6514,47.5,98,100,5.35,overcast clouds
679,Cap-Aux-Meules,CA,47.3821,-61.8597,28.45,69,100,11.5,overcast clouds
680,Paso De Los Toros,UY,-32.8167,-56.5167,69.31,71,1,14.25,clear sky
681,Bogo,PH,11.0517,124.0055,85.89,67,100,12.28,overcast clouds
682,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,61,0,6.91,clear sky
683,Alugan,PH,12.2188,125.4808,83.77,77,98,11.95,overcast clouds
684,Mgandu,TZ,-5.95,34.1333,62.53,88,100,6.6,overcast clouds
685,Severodvinsk,RU,64.5635,39.8302,23.11,94,77,4.76,broken clouds
686,Mareeba,AU,-17.0,145.4333,83.12,60,98,2.77,moderate rain
687,Betafo,MG,-19.8333,46.85,66.18,77,82,2.19,broken clouds
688,Verkhoyansk,RU,67.5447,133.385,-24.21,97,100,2.08,overcast clouds
689,Santa Rosa,PH,14.3122,121.1114,89.02,72,64,14.12,broken clouds
690,La Romana,DO,18.4273,-68.9728,73.76,94,20,0.0,few clouds
691,Tiznit,MA,29.5833,-9.5,55.83,37,0,1.1,clear sky
692,Pekin,CN,39.9075,116.3972,24.69,10,0,12.86,clear sky
693,Egvekinot,RU,66.3167,-179.1667,25.11,99,100,4.79,light snow
694,Pauini,BR,-7.7136,-66.9764,76.15,81,94,5.03,overcast clouds
695,Rio Gallegos,AR,-51.6226,-69.2181,48.25,49,0,9.22,clear sky
696,Araguacu,BR,-12.9306,-49.8264,70.45,96,77,5.77,broken clouds
697,Hanstholm,DK,57.1167,8.6167,42.67,73,100,13.44,overcast clouds
698,Hagi,JP,34.4,131.4167,53.15,64,70,11.86,broken clouds
