City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
576,Kisangani,CD,67.91,overcast clouds,0.5167,25.2,Le Chalet
580,Kousseri,CM,62.56,overcast clouds,12.0769,15.0306,Hôtel le CONFORT FREDI
581,Ashland,US,53.96,scattered clouds,40.8167,-82.2665,Quality Inn
584,Drymen,GB,43.59,overcast clouds,56.0655,-4.452,Elmbank Self Catering B&B
585,Blantyre,MW,62.83,light rain,-15.785,35.0085,Mount Soche Hotel
587,Mkushi,ZM,62.73,overcast clouds,-13.6202,29.3939,Shalom Lodge
588,Shingu,JP,65.28,overcast clouds,33.7333,135.9833,ホテルニューパレス
589,Northam,GB,42.26,overcast clouds,51.0333,-4.2167,Durrant House Hotel
595,Salina,US,26.31,broken clouds,38.8403,-97.6114,Baymont
596,Onega,RU,13.82,overcast clouds,63.9061,38.1404,"Гостевой комплекс ""Алёнушка"""
597,Deer Lake,CA,21.06,light shower snow,49.1667,-57.4316,Holiday Inn Express
598,Joshimath,IN,63.64,few clouds,30.5667,79.5667,Snow Crest Hotel
600,Fredericton,CA,23.83,clear sky,45.9454,-66.6656,Days Inn
602,At-Bashi,KG,21.99,broken clouds,41.1702,75.8106,Tash Rabat
605,Kamaishi,JP,54.12,overcast clouds,39.2667,141.8833,釜石ベイシティホテル
606,Lexington,US,57.2,mist,37.9887,-84.4777,Extended Stay America
607,North Bend,US,47.07,overcast clouds,43.4065,-124.2243,The Mill Casino Hotel
610,Neuquen,AR,71.49,clear sky,-38.9516,-68.0591,Hotel Argentina 307
611,Denpasar,ID,85.71,few clouds,-8.65,115.2167,Hotel Candra Adiguna
613,Ambon,ID,89.74,light rain,-3.6954,128.1814,Hotel Hero
618,Bandarban,BD,84.63,few clouds,22.1965,92.2262,Hotel Plaza
619,Kuching,MY,88.02,scattered clouds,1.55,110.3333,Hotel Samudera
620,Patiya,BD,83.48,clear sky,22.2931,91.9762,Patiya Hotel And Restaurant পটিয়া হোটেল এবং রেস্টুরেন্ট
623,Lom Sak,TH,85.89,few clouds,16.7798,101.2422,Sawang Hotel
624,Omboue,GA,73.38,light rain,-1.5746,9.2618,Georges Faustin Aurat
625,Plettenberg Bay,ZA,66.76,clear sky,-34.0527,23.3716,Milkwood Manor
626,Waingapu,ID,85.71,broken clouds,-9.6567,120.2641,HOTEL SANDLEWOOD
628,Ishigaki,JP,69.93,broken clouds,24.3448,124.1572,アートホテル石垣島
630,Maracaibo,VE,75.07,overcast clouds,10.6317,-71.6406,Hotel Aladdin
631,Port Augusta,AU,78.17,clear sky,-32.5,137.7667,Hotel Commonwealth
632,Matara,LK,82.44,broken clouds,5.9485,80.5353,Villa Palm Breeze
633,Marsa Matruh,EG,57.4,clear sky,31.3525,27.2453,صقور
634,Banjar,ID,88.79,overcast clouds,-8.19,114.9675,Villa Banjar Beach
635,Bay Saint Louis,US,75.27,few clouds,30.3088,-89.33,Pearl Hotel
636,Puerto Narino,CO,71.6,overcast clouds,-3.7703,-70.3831,Eco Hotel Euare
637,Champerico,GT,75.99,broken clouds,14.3,-91.9167,Hotel y Restaurante El Submarino
638,Concordia,AR,72.79,clear sky,-31.393,-58.0209,Hotel Casa Vieja
642,Grafton,US,35.76,overcast clouds,42.207,-71.6856,Grafton Inn
643,Takoradi,GH,77.54,light rain,4.8845,-1.7554,Hillcrest
645,Gainesville,US,67.06,clear sky,29.6516,-82.3248,Hampton Inn & Suites Gainesville-Downtown
646,Hirado,JP,49.39,overcast clouds,33.3597,129.5531,旗松亭
648,Dumai,ID,86.74,overcast clouds,1.6833,101.45,Comfort Hotel
653,Fare,PF,79.88,clear sky,-16.7,-151.0167,hôtel Maitai Lapita Village
654,Lakes Entrance,AU,65.16,clear sky,-37.8811,147.981,Banjo Patterson Motor Inn
655,Abha,SA,49.82,clear sky,18.2164,42.5053,SAHAB
657,Daru,PG,87.62,overcast clouds,-9.0763,143.2092,Kuki
659,Kashary,RU,25.0,broken clouds,49.04,41.0056,Гостиница
660,Sakakah,SA,54.97,clear sky,29.9697,40.2064,sakakah residence
661,Key West,US,86.0,scattered clouds,24.5557,-81.7826,Harborside Hotel & Marina
662,Maceio,BR,74.64,light rain,-9.6658,-35.7353,Maceió Hostel e Pousada
663,Aswan,EG,61.9,clear sky,24.0934,32.907,Yaseen hotel
669,Thunder Bay,CA,30.18,snow,48.4001,-89.3168,Hampton Inn & Suites by Hilton Thunder Bay
672,Sisimiut,GL,17.33,overcast clouds,66.9395,-53.6735,Sømandshjemmet
673,Ios,GR,59.38,overcast clouds,36.7333,25.2833,Brother's Hotel
676,West Wendover,US,24.58,scattered clouds,40.7391,-114.0733,The Red Garter Hotel and Casino
677,Puerto Rico,AR,68.22,few clouds,-26.796,-55.024,Suizo
678,Melfi,IT,47.5,overcast clouds,40.9965,15.6514,Hotel Due Pini
679,Cap-Aux-Meules,CA,28.45,overcast clouds,47.3821,-61.8597,Auberge Madeli
680,Paso De Los Toros,UY,69.31,clear sky,-32.8167,-56.5167,Hotel Italiana
681,Bogo,PH,85.89,overcast clouds,11.0517,124.0055,R&F Function
685,Severodvinsk,RU,23.11,broken clouds,64.5635,39.8302,Hermitage
686,Mareeba,AU,83.12,moderate rain,-17.0,145.4333,The Gateway Hotel
689,Santa Rosa,PH,89.02,broken clouds,14.3122,121.1114,JARS RESORT
690,La Romana,DO,73.76,few clouds,18.4273,-68.9728,Hotel Frano
692,Pekin,CN,24.69,clear sky,39.9075,116.3972,北京香江戴斯酒店
695,Rio Gallegos,AR,48.25,clear sky,-51.6226,-69.2181,Amérian Río Gallegos Apart & Suites
697,Hanstholm,DK,42.67,overcast clouds,57.1167,8.6167,Hanstholm
698,Hagi,JP,53.15,broken clouds,34.4,131.4167,萩本陣
700,Hinwil,CH,41.36,overcast clouds,47.2943,8.8439,Gasthof Hirschen
707,Banda Aceh,ID,84.58,overcast clouds,5.5577,95.3222,Hotel 61
709,Arica,CL,69.35,overcast clouds,-18.475,-70.3042,Hotel Andalucía 
712,Darnah,LY,61.03,overcast clouds,32.767,22.6367,فندق الفردوس
713,Prado,BR,74.59,overcast clouds,-17.3411,-39.2208,Pousada Recanto do Prado
717,Moscow,RU,10.92,broken clouds,55.7522,37.6156,МИРРОС — Москва Кремль
719,Marystown,CA,27.61,few clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
